KxIndex	ContractId	Age	Gender	Children	Profession	"Customer Type"	"Multiple cars"	"Driving Licence Years"	"Car category"	"Annual Kilometers"	Gearbox	Fuel	Claim	rr_Claim
256	315	73	Man	2	"Public Sector - Manager"	On-line	No	16	Estate	39408	Automatic	Petrol		0.19280135439780755
257	316	24	Woman	1	Independant	Agency	No	6	Estate	43363	Automatic	Diesel		0.0066875371190740843
258	317	48	Woman	0	Student	On-line	No	16	Estate	30771	Manual	Petrol		0.12461397066310929
259	318	36	Woman	2	"Private Sector - Manager"	Agency	No	16	Estate	26103	Automatic	Diesel		0.15044195858264883
260	319	48	Man	0	Student	Agency	No	12	Saloon	28523	Automatic	Diesel		0.35707890961486449
261	320	41	Woman	0	"Public Sector - Director"	Agency	No	5	Sport	25145	Automatic	Petrol		0.18455687296045376
262	321	40	Man	4+	"Private Sector - Director"	Agency	Yes	18	Saloon	24031	Manual	Diesel		0.27801990273371974
263	322	52	Woman	4+	"Private Sector - Manager"	On-line	No	19	Sport	44623	Manual	Diesel		0.16956991648739761
264	323	48	Woman	4+	Unemployed	Agency	No	12	Sport	12563	Manual	Diesel		0.20121887442139119
265	324	44	Man	2	Government	On-line	No	19	Estate	40959	Automatic	Diesel		0.18384728200699718
266	325	57	Woman	4+	Unemployed	On-line	No	11	Sport	28207	Manual	Diesel		0.23182690831423569
267	326	75	Man	2	"Public Sector - Manager"	Agency	Yes	11	Estate	16973	Manual	Petrol		0.24955284915238668
268	327	71	Woman	2	"Public Sector - Employee"	Agency	Yes	21	Sport	16748	Manual	Diesel		0.19550359482311408
269	328	43	Woman	0	Independant	Agency	No	19	Sport	24599	Manual	Petrol		0.27895906571713996
270	329	58	Woman	1	"Private Sector - Manager"	Agency	No	22	Sport	22389	Automatic	Diesel		0.2439887199956316
271	331	56	Man	4+	"Public Sector - Employee"	Agency	No	15	Saloon	23848	Automatic	Diesel		0.20275628942393104
272	332	75	Man	4+	"Public Sector - Manager"	Agency	No	13	Estate	23792	Manual	Petrol		0.31348890135204521
273	335	72	Woman	3	"Public Sector - Manager"	Agency	Yes	5	Saloon	23674	Automatic	Petrol		0.024336999919927285
274	336	52	Woman	1	"Public Sector - Manager"	Agency	No	20	Sport	25526	Automatic	Petrol		0.2822663407363758
275	337	44	Man	2	Independant	Agency	No	9	Saloon	36595	Automatic	Diesel		0.14575021386349224
276	338	80	Woman	3	"Private Sector - Director"	On-line	Yes	20	Sport	15311	Automatic	Petrol		0.30435247694601358
277	339	35	Woman	4+	Independant	Agency	No	13	Saloon	19106	Automatic	Diesel		0.1017619025880139
278	340	56	Man	2	Independant	Agency	Yes	20	Estate	31397	Manual	Diesel		0.20146294027706635
279	341	23	Man	0	"Public Sector - Employee"	On-line	No	5	Sport	18920	Automatic	Diesel		0.55061586561117815
280	342	57	Man	2	Government	Agency	No	10	Sport	25310	Automatic	Petrol		0.24873803945048817
281	343	72	Woman	0	"Public Sector - Manager"	Agency	No	16	Sport	21595	Manual	Diesel		0.49343825970516975
282	344	32	Man	1	Student	On-line	No	14	Saloon	29952	Automatic	Diesel		0.27458693645043908
283	345	32	Woman	0	Student	On-line	No	14	Saloon	20560	Automatic	Diesel		0.26727550542386863
284	346	46	Woman	4+	"Public Sector - Manager"	On-line	No	8	Saloon	24249	Manual	Petrol		0.049298109385619876
285	347	39	Man	1	Government	On-line	No	20	Sport	26500	Automatic	Diesel		0.47056633489838945
286	348	23	Man	4+	"Public Sector - Employee"	Agency	Yes	4	Estate	35561	Automatic	Petrol		0.1408536503277637
287	349	69	Man	2	Government	On-line	No	17	Estate	19148	Manual	Petrol		0.079284906817332426
288	350	52	Woman	4+	Retired	Agency	No	14	Saloon	19945	Manual	Petrol		-0.045822102027473499
289	351	49	Woman	2	"Private Sector - Director"	On-line	No	12	Sport	27379	Automatic	Diesel		0.25872477890239076
290	352	29	Woman	0	Government	On-line	Yes	3	Estate	23653	Automatic	Diesel		0.24754516407744803
291	353	25	Woman	2	Student	Agency	Yes	6	Sport	23119	Automatic	Diesel		0.26172212633212993
292	354	57	Man	0	"Private Sector - Employee"	On-line	Yes	13	Estate	20227	Automatic	Petrol		0.15452349276378596
293	355	37	Man	0	"Private Sector - Director"	Agency	No	16	Saloon	21348	Automatic	Petrol		0.32604556313282068
294	356	29	Woman	4+	"Public Sector - Director"	On-line	No	3	Saloon	24365	Manual	Diesel		0.0074814459500202046
295	357	48	Woman	2	"Private Sector - Director"	Agency	No	4	Estate	34578	Manual	Diesel		0.018688035766707661
296	358	40	Man	0	"Private Sector - Director"	On-line	Yes	14	Estate	18120	Automatic	Diesel		0.38290762956547719
297	359	42	Man	2	"Private Sector - Manager"	Agency	Yes	10	Sport	52208	Automatic	Diesel		0.19052612411023651
298	360	52	Man	2	Independant	Agency	No	6	Sport	36453	Automatic	Diesel		0.31664860069960482
299	362	37	Woman	1	"Public Sector - Employee"	Agency	Yes	13	Estate	54152	Automatic	Petrol		-0.042999503743511039
300	363	89	Woman	0	Retired	On-line	No	15	Estate	24067	Manual	Diesel		0.40516923394565174
301	364	30	Woman	4+	"Private Sector - Manager"	Agency	No	11	Sport	16158	Manual	Diesel		0.2558814052266033
302	365	65	Man	4+	"Public Sector - Manager"	Agency	Yes	18	Saloon	53187	Automatic	Diesel		0.23371489784437766
303	366	38	Man	2	Student	On-line	Yes	14	Saloon	24918	Automatic	Diesel		0.26418536634973427
304	367	51	Man	2	"Public Sector - Employee"	Agency	No	12	Saloon	52389	Manual	Diesel		0.11956285222639466
305	368	72	Man	1	Unemployed	On-line	Yes	17	Saloon	21061	Manual	Petrol		0.085484790411889014
306	369	44	Woman	3	"Public Sector - Employee"	Agency	No	22	Saloon	40925	Automatic	Diesel		0.050149767985451704
307	370	43	Man	1	Government	Agency	No	14	Saloon	37098	Automatic	Diesel		0.17729864175009397
308	371	50	Woman	2	Independant	Agency	No	10	Sport	31526	Automatic	Petrol		0.10143759948067134
309	372	55	Man	2	Retired	Agency	No	15	Saloon	24684	Automatic	Diesel		0.20727624531401329
310	373	65	Woman	1	"Private Sector - Employee"	On-line	No	17	Saloon	29147	Automatic	Petrol		-0.11172433201017432
311	374	27	Woman	2	Independant	Agency	No	9	Sport	28031	Manual	Diesel		0.28078422480479143
312	375	20	Man	2	"Private Sector - Employee"	Agency	Yes	2	Estate	30232	Automatic	Diesel		0.15921005981948802
313	376	20	Man	0	Independant	Agency	No	2	Sport	25122	Automatic	Diesel		0.56283168001611084
314	377	36	Man	4+	Independant	Agency	No	18	Saloon	24078	Automatic	Diesel		0.26770769485159523
315	379	36	Woman	0	Student	On-line	Yes	18	Estate	20363	Automatic	Diesel		0.26796373797146955
316	380	50	Man	2	Student	Agency	Yes	13	Estate	27584	Automatic	Diesel		0.20509550885686179
317	383	51	Woman	0	Unemployed	On-line	Yes	19	Estate	29900	Manual	Diesel		0.2384974945804107
318	384	24	Man	0	"Private Sector - Director"	Agency	Yes	6	Saloon	12375	Manual	Diesel		0.35251090165065641
319	385	26	Woman	0	"Public Sector - Manager"	Agency	No	8	Saloon	19770	Automatic	Petrol		0.2620047337885516
320	386	75	Man	0	Student	Agency	Yes	4	Estate	26677	Manual	Diesel		0.39658097719084123
321	387	49	Woman	2	"Private Sector - Manager"	Agency	No	3	Saloon	36695	Manual	Petrol		-0.082532219803858567
322	388	27	Man	2	"Private Sector - Manager"	Agency	No	8	Estate	34895	Manual	Diesel		0.23884547794467975
323	391	40	Man	4+	Student	Agency	Yes	21	Saloon	21540	Automatic	Petrol		0.16162227424314629
324	392	76	Man	1	"Public Sector - Employee"	Agency	Yes	8	Sport	20890	Automatic	Diesel		0.51898728961984741
325	393	49	Woman	1	"Private Sector - Manager"	Agency	Yes	17	Estate	19711	Automatic	Petrol		-0.040989305256265492
326	394	26	Woman	4+	"Public Sector - Director"	On-line	No	8	Estate	16143	Manual	Diesel		-0.028621156968495043
327	395	42	Woman	0	"Public Sector - Manager"	Agency	No	14	Sport	18475	Automatic	Diesel		0.40516905111733814
328	396	73	Woman	4+	Unemployed	On-line	Yes	15	Saloon	20392	Automatic	Diesel		0.036034111526274837
329	397	49	Man	4+	"Public Sector - Director"	On-line	No	3	Saloon	25634	Automatic	Diesel		0.075212417946633886
330	398	56	Man	1	Government	On-line	No	20	Saloon	27573	Automatic	Diesel		0.224151151718051
331	401	27	Woman	0	"Public Sector - Employee"	Agency	Yes	9	Estate	24380	Manual	Diesel		0.26075826160675797
332	402	19	Woman	1	Independant	On-line	Yes	1	Saloon	29097	Automatic	Diesel		0.097443296477217861
333	403	22	Woman	2	"Public Sector - Manager"	Agency	No	4	Saloon	24096	Manual	Petrol		0.12495374669035388
334	404	66	Man	2	Government	Agency	No	3	Sport	18766	Automatic	Petrol		0.20303396177453392
335	405	69	Woman	4+	"Public Sector - Director"	Agency	No	13	Saloon	21857	Automatic	Diesel		-0.045399935568521357
336	406	21	Woman	1	Retired	On-line	No	3	Estate	24499	Automatic	Diesel		0.10411963661734053
337	407	68	Man	1	"Public Sector - Employee"	Agency	Yes	7	Estate	17356	Automatic	Petrol		0.008089365474858598
338	408	51	Man	4+	Retired	Agency	No	22	Saloon	20532	Automatic	Diesel		0.20125714628973562
339	414	57	Man	4+	"Public Sector - Employee"	Agency	Yes	8	Estate	20834	Automatic	Diesel		0.14313960215813343
340	415	33	Man	0	"Public Sector - Employee"	Agency	No	15	Sport	12497	Automatic	Diesel		0.56984777698445022
341	416	33	Woman	1	"Public Sector - Director"	Agency	Yes	4	Estate	16448	Manual	Diesel		-0.040712286697098032
342	417	59	Man	4+	Independant	On-line	No	10	Saloon	42033	Manual	Diesel		0.10549734160475244
343	418	49	Man	0	"Private Sector - Manager"	Agency	Yes	8	Saloon	11164	Automatic	Diesel		0.27477257600778515
344	419	72	Man	2	Independant	On-line	Yes	9	Sport	20345	Automatic	Petrol		0.19912419860449404
345	422	58	Woman	1	"Public Sector - Director"	Agency	Yes	17	Estate	26305	Manual	Diesel		-0.01152764532601655
346	423	66	Man	4+	"Private Sector - Manager"	Agency	Yes	13	Sport	36710	Automatic	Diesel		0.36480831949405329
347	424	42	Woman	4+	"Public Sector - Manager"	Agency	No	10	Sport	20997	Automatic	Petrol		0.14511538243743188
348	425	49	Woman	2	Unemployed	On-line	Yes	8	Estate	26549	Automatic	Diesel		0.036491122571332732
349	426	53	Woman	2	Independant	On-line	No	9	Estate	25914	Automatic	Diesel		0.018037328504037789
350	427	19	Man	1	Government	Agency	Yes	1	Saloon	35951	Manual	Diesel		0.2347427505708099
351	428	55	Man	4+	"Private Sector - Manager"	On-line	Yes	20	Sport	13118	Automatic	Diesel		0.34533934569312758
352	429	46	Man	0	Independant	Agency	No	13	Saloon	19947	Automatic	Diesel		0.3289490629066833
353	430	51	Woman	2	"Public Sector - Employee"	Agency	No	13	Sport	42094	Manual	Diesel		0.20558531177809858
354	431	45	Man	2	"Public Sector - Employee"	Agency	No	13	Saloon	29290	Automatic	Diesel		0.21709943492255235
355	432	40	Woman	2	Unemployed	Agency	Yes	22	Sport	32321	Automatic	Diesel		0.32678826509751474
356	433	52	Woman	2	"Private Sector - Director"	Agency	No	16	Saloon	35054	Automatic	Diesel		0.067597656937684061
357	434	40	Man	1	Student	Agency	No	20	Saloon	33195	Automatic	Petrol		0.17298003806765577
358	435	43	Man	4+	Student	On-line	Yes	5	Sport	19264	Manual	Petrol		0.18348713957573537
359	436	61	Woman	2	Government	Agency	No	18	Saloon	27955	Automatic	Diesel		0.078754660122840547
360	437	19	Man	4+	Student	Agency	No	1	Sport	21212	Automatic	Petrol		0.29517927600530824
361	438	56	Man	2	"Public Sector - Employee"	On-line	No	8	Estate	13812	Automatic	Diesel		0.11447201674357077
362	439	68	Man	4+	"Private Sector - Employee"	Agency	Yes	17	Estate	42546	Automatic	Diesel		0.066251805132076264
363	440	27	Woman	2	Student	Agency	No	7	Sport	39126	Automatic	Diesel		0.24609771717662826
364	441	62	Man	2	"Public Sector - Director"	Agency	No	8	Estate	36630	Automatic	Diesel		0.059140454916770648
365	444	26	Man	1	"Private Sector - Director"	Agency	No	8	Saloon	31051	Manual	Diesel		0.24820114213711181
366	445	56	Man	0	Student	Agency	No	8	Saloon	19608	Automatic	Petrol		0.18396621471384061
367	446	30	Woman	0	Independant	Agency	Yes	8	Saloon	15859	Automatic	Petrol		0.10157869426973538
368	448	77	Man	0	"Public Sector - Employee"	Agency	Yes	7	Sport	17682	Manual	Petrol		0.54610892004890288
369	450	68	Man	0	"Public Sector - Director"	Agency	No	11	Estate	34007	Automatic	Diesel		0.23700133882494689
370	451	19	Woman	0	Retired	On-line	Yes	1	Estate	29070	Automatic	Diesel		0.26664734091936265
371	452	19	Man	2	Government	Agency	Yes	1	Estate	30257	Manual	Diesel		0.24719183017507901
372	453	18	Woman	4+	"Public Sector - Director"	Agency	No	0	Saloon	23908	Automatic	Diesel		0.011872992596096872
373	454	71	Man	4+	Student	On-line	No	15	Saloon	34012	Manual	Diesel		0.17727651071653822
374	455	53	Man	4+	"Private Sector - Director"	Agency	No	7	Saloon	26948	Automatic	Diesel		0.17225648321321513
375	457	53	Woman	4+	Independant	Agency	No	20	Estate	47218	Manual	Diesel		-0.022561689129068377
376	460	57	Man	3	Government	Agency	No	9	Estate	38868	Automatic	Diesel		0.14136867774388215
377	461	71	Man	1	"Private Sector - Director"	Agency	No	5	Estate	26310	Manual	Diesel		0.15261604129203127
378	462	48	Woman	1	"Private Sector - Director"	Agency	Yes	20	Sport	25860	Automatic	Petrol		0.16867839187696648
379	463	24	Man	4+	"Private Sector - Director"	On-line	No	6	Estate	39265	Automatic	Diesel		0.22108373399632952
380	464	28	Man	4+	"Private Sector - Director"	Agency	No	9	Saloon	21670	Automatic	Petrol		0.13586722459515654
381	465	38	Man	0	Retired	Agency	Yes	7	Estate	42400	Automatic	Diesel		0.34280771119977704
382	466	54	Man	0	"Public Sector - Director"	Agency	No	9	Saloon	26899	Automatic	Diesel		0.24032986476331153
383	467	71	Woman	1	Student	Agency	Yes	17	Estate	17203	Automatic	Diesel		-0.0021570300193045136
384	468	49	Man	4+	"Public Sector - Manager"	Agency	No	14	Estate	18869	Manual	Diesel		0.30135103131947261
385	469	31	Man	4+	"Public Sector - Employee"	Agency	No	13	Sport	22381	Automatic	Diesel		0.45036243762973049
386	470	28	Man	0	Independant	Agency	Yes	10	Sport	16514	Manual	Diesel		0.51684129896402708
387	471	40	Man	1	Independant	On-line	Yes	16	Estate	22413	Automatic	Diesel		0.25377358092284513
388	472	37	Woman	4+	"Private Sector - Manager"	On-line	Yes	13	Sport	25926	Automatic	Diesel		0.32254179788709825
389	473	77	Man	1	"Public Sector - Director"	Agency	No	13	Sport	36599	Automatic	Diesel		0.48044656096799293
390	474	50	Man	4+	"Public Sector - Manager"	Agency	No	15	Saloon	23538	Automatic	Petrol		0.2283145021186741
391	476	58	Woman	0	Student	Agency	No	20	Saloon	24875	Automatic	Diesel		0.21502989467620431
392	478	57	Woman	2	Student	On-line	No	13	Saloon	21482	Automatic	Diesel		0.036426236525609397
393	479	67	Man	2	"Public Sector - Director"	Agency	Yes	15	Estate	40425	Automatic	Petrol		-0.016331098601012395
394	480	83	Man	1	Retired	Agency	Yes	5	Estate	24747	Automatic	Diesel		0.3476635329595637
395	481	72	Woman	4+	"Private Sector - Manager"	On-line	Yes	18	Sport	16254	Automatic	Diesel		0.19078313146265463
396	482	75	Woman	2	"Private Sector - Director"	Agency	No	5	Estate	26404	Automatic	Diesel		0.11825742147166392
397	483	82	Man	4+	"Private Sector - Director"	Agency	No	15	Sport	22057	Automatic	Petrol		0.46889034764596832
398	484	50	Man	4+	Independant	Agency	Yes	12	Saloon	19909	Manual	Petrol		0.07652632409766795
399	485	49	Woman	1	Student	Agency	Yes	21	Saloon	30753	Manual	Petrol		-0.023727752328287034
400	487	52	Man	4+	Student	Agency	No	20	Estate	19285	Automatic	Diesel		0.17788558014196076
401	488	42	Man	0	Government	Agency	No	22	Estate	44904	Manual	Diesel		0.22093310363507723
402	489	75	Woman	2	"Private Sector - Employee"	Agency	No	11	Saloon	19744	Automatic	Diesel		0.026101647167598524
403	490	23	Woman	4+	Retired	Agency	No	5	Estate	17963	Automatic	Diesel		0.058286367417559368
404	491	26	Woman	1	"Private Sector - Director"	Agency	No	8	Saloon	34727	Manual	Diesel		0.10220702476731461
405	492	24	Man	2	Government	Agency	No	6	Estate	20454	Manual	Diesel		0.2251740642834355
406	493	57	Woman	0	"Public Sector - Employee"	Agency	Yes	22	Estate	22562	Automatic	Diesel		0.2224899669305842
407	494	61	Woman	4+	"Public Sector - Director"	Agency	No	22	Estate	25895	Automatic	Petrol		-0.10395987350818768
408	495	64	Woman	2	"Public Sector - Employee"	Agency	No	14	Saloon	20757	Automatic	Diesel		0.04337290043976777
409	496	64	Man	4+	"Public Sector - Manager"	On-line	Yes	9	Sport	32949	Manual	Diesel		0.45047662150811824
410	498	48	Man	1	Independant	Agency	No	7	Estate	16601	Automatic	Diesel		0.10353602667377156
411	499	55	Woman	1	Independant	Agency	No	21	Saloon	16325	Automatic	Diesel		0.015918227059642298
412	500	48	Woman	1	Government	Agency	No	14	Saloon	24413	Automatic	Diesel		0.071244072952464654
413	501	62	Woman	1	Student	Agency	No	19	Estate	21348	Automatic	Petrol		-0.054995762001973959
414	502	51	Man	0	"Public Sector - Manager"	Agency	No	20	Estate	18157	Automatic	Diesel		0.44167388682025815
415	503	22	Woman	1	Retired	Agency	No	4	Sport	32402	Manual	Diesel		0.28359438393289232
416	504	68	Man	4+	Independant	Agency	No	20	Estate	11084	Automatic	Diesel		0.1433392936188434
417	505	77	Woman	4+	Independant	Agency	No	15	Estate	22888	Manual	Petrol		0.14720366153183828
418	507	74	Man	2	Student	Agency	No	12	Estate	31586	Manual	Diesel		0.17619974235310903
419	508	68	Man	1	"Public Sector - Manager"	On-line	No	20	Estate	47817	Automatic	Diesel		0.23506820249767751
420	509	44	Woman	0	Retired	Agency	Yes	4	Sport	34975	Automatic	Petrol		0.2566682789675479
421	510	44	Woman	2	Independant	Agency	No	20	Estate	30853	Automatic	Diesel		0.071083320438320011
422	511	48	Woman	2	Student	Agency	No	4	Saloon	26883	Automatic	Diesel		0.01856352182560185
423	512	30	Man	1	"Private Sector - Manager"	Agency	No	12	Estate	23966	Manual	Diesel		0.27918162354673132
424	514	51	Woman	4+	Independant	On-line	Yes	7	Estate	35406	Automatic	Petrol		-0.089732244350513191
425	517	18	Man	4+	Government	On-line	No	0	Saloon	34215	Manual	Diesel		0.23814607296113238
426	518	69	Man	4+	Independant	Agency	No	11	Sport	30807	Manual	Petrol		0.24540365436348738
427	519	43	Man	2	"Public Sector - Employee"	Agency	No	12	Estate	25861	Manual	Diesel		0.18975645801554253
428	520	61	Man	2	"Private Sector - Manager"	Agency	No	12	Estate	31585	Manual	Diesel		0.20071421091707259
429	521	18	Woman	3	"Private Sector - Manager"	Agency	No	0	Estate	21750	Automatic	Diesel		0.090656377955040945
430	522	68	Man	1	"Private Sector - Employee"	On-line	Yes	5	Estate	21930	Manual	Diesel		0.046961238839386792
431	523	19	Woman	3	Independant	Agency	No	1	Estate	28249	Manual	Diesel		0.099297321679961137
432	524	59	Man	2	"Private Sector - Director"	Agency	Yes	18	Sport	14905	Automatic	Diesel		0.33918027604365503
433	525	23	Man	0	Independant	Agency	No	5	Estate	25061	Automatic	Diesel		0.38586276290444044
434	526	38	Woman	2	Government	Agency	No	5	Sport	29040	Automatic	Diesel		0.27706708176193995
435	527	23	Man	2	Unemployed	Agency	Yes	5	Saloon	30250	Manual	Diesel		0.24877586276504909
436	528	44	Man	1	Independant	Agency	No	12	Estate	23355	Manual	Diesel		0.188582761990082
437	529	39	Woman	4+	Student	Agency	No	16	Sport	23578	Automatic	Diesel		0.29984763499510098
438	530	27	Man	1	"Private Sector - Employee"	Agency	No	5	Sport	28314	Automatic	Diesel		0.33864751671374066
439	531	72	Man	4+	"Private Sector - Director"	On-line	No	10	Estate	31212	Manual	Diesel		0.15426737756760195
440	532	62	Man	1	"Private Sector - Manager"	Agency	Yes	9	Saloon	21686	Automatic	Diesel		0.1443739661557415
441	533	55	Woman	2	Independant	Agency	No	11	Sport	41886	Manual	Diesel		0.1688593224940706
442	534	60	Man	4+	Student	Agency	No	17	Saloon	12465	Automatic	Petrol		0.050347816426511496
443	535	75	Woman	4+	"Public Sector - Director"	On-line	No	13	Sport	22409	Automatic	Diesel		0.23655152751439135
444	536	33	Woman	2	"Private Sector - Employee"	Agency	No	15	Estate	27395	Automatic	Diesel		0.068511519698276041
445	537	31	Woman	4+	Retired	Agency	Yes	13	Sport	24144	Automatic	Diesel		0.32028510969962315
446	538	51	Woman	2	Student	Agency	No	19	Sport	32281	Manual	Diesel		0.24201960356827718
447	539	38	Man	2	Student	Agency	No	20	Saloon	25417	Automatic	Diesel		0.27447674721296744
