id,Gender,Salary,Marital,CheckingAccount,NumberOfSavingsAccounts,PersonalAccount,Mortgage,PensionPlan,Region,Status
13029,Female,101698.4,Single,Checking Account,1,No Personal Account,Mortgage,No Pension Plan 3,Land,0
13030,Female,37111.8,Married,No Checking Account,3,Personal Account,No Mortgage,No Pension Plan 3,Village,1
13031,Female,105539.8,Married,Checking Account,3,Personal Account,No Mortgage,Pension Plan 3,Land,0
13032,Female,23202.8,Married,Checking Account,2,Personal Account,Mortgage,No Pension Plan 3,City,1
13033,Female,59083.4,Married,Checking Account,0,No Personal Account,No Mortgage,No Pension Plan 3,Village,1
13034,Male,35722,Married,Checking Account,2,Personal Account,No Mortgage,No Pension Plan 3,Suburban,1
13035,Female,42084,Married,No Checking Account,1,Personal Account,No Mortgage,No Pension Plan 3,Suburban,0
13036,Male,53376.2,Married,Checking Account,1,No Personal Account,Mortgage,No Pension Plan 3,Village,0
13037,Male,53801.2,Married,No Checking Account,2,No Personal Account,Mortgage,No Pension Plan 3,City,1
13038,Male,76161.8,Married,Checking Account,1,No Personal Account,Mortgage,Pension Plan 3,City,1
13039,Male,75108.2,Married,Checking Account,2,Personal Account,Mortgage,Pension Plan 3,Suburban,0
13040,Male,36369.2,Married,No Checking Account,0,Personal Account,Mortgage,No Pension Plan 3,City,0
13041,Female,57729.8,Married,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,Suburban,1
13042,Male,96692.2,Married,Checking Account,1,No Personal Account,No Mortgage,Pension Plan 3,Land,0
13043,Male,106208.6,Married,Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,City,1
13044,Female,38833.6,Married,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,City,1
13045,Male,47276.2,Married,Checking Account,2,Personal Account,No Mortgage,Pension Plan 3,Land,1
13046,Female,84756.4,Married,Checking Account,1,Personal Account,No Mortgage,No Pension Plan 3,Village,0
13047,Male,79490.6,Married,Checking Account,0,No Personal Account,Mortgage,Pension Plan 3,Land,1
13048,Female,90379.6,Married,Checking Account,0,No Personal Account,No Mortgage,No Pension Plan 3,City,1
13049,Male,75861.8,Married,Checking Account,0,No Personal Account,Mortgage,No Pension Plan 3,City,1
13050,Female,48084,Single,No Checking Account,1,Personal Account,No Mortgage,No Pension Plan 3,City,0
13051,Female,62414.2,Single,No Checking Account,0,Personal Account,Mortgage,Pension Plan 3,City,0
13052,Male,48848.6,Married,Checking Account,0,Personal Account,Mortgage,No Pension Plan 3,Village,1
13053,Female,49215.6,Single,Checking Account,1,Personal Account,Mortgage,No Pension Plan 3,Land,1
13054,Male,86114,Single,Checking Account,1,Personal Account,No Mortgage,Pension Plan 3,Village,0
13055,Female,60397,Married,No Checking Account,0,Personal Account,Mortgage,Pension Plan 3,Suburban,0
13056,Female,100372.2,Married,Checking Account,2,Personal Account,Mortgage,No Pension Plan 3,Land,0
13057,Female,45832.2,Married,No Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,Suburban,1
13058,Male,19185.46,Single,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,Land,0
13059,Female,68507.2,Single,No Checking Account,3,Personal Account,No Mortgage,Pension Plan 3,City,1
13060,Female,45584.6,Married,Checking Account,1,No Personal Account,No Mortgage,Pension Plan 3,City,0
13061,Female,103241.6,Single,Checking Account,2,Personal Account,No Mortgage,Pension Plan 3,Village,0
13062,Male,39837.8,Married,Checking Account,3,Personal Account,Mortgage,No Pension Plan 3,Village,1
13063,Male,59250.2,Married,No Checking Account,2,Personal Account,No Mortgage,No Pension Plan 3,Village,1
13064,Female,25098,Married,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,Village,1
13065,Female,102598.6,Married,Checking Account,1,No Personal Account,No Mortgage,Pension Plan 3,Village,0
13066,Male,34729.6,Married,Checking Account,2,No Personal Account,No Mortgage,Pension Plan 3,City,0
13067,Female,59733.8,Single,No Checking Account,1,Personal Account,No Mortgage,Pension Plan 3,City,0
13068,Male,95500.4,Married,Checking Account,0,Personal Account,Mortgage,Pension Plan 3,City,1
13069,Male,22563,Married,Checking Account,0,Personal Account,Mortgage,No Pension Plan 3,Village,1
13070,Male,68147.6,Married,Checking Account,3,No Personal Account,Mortgage,No Pension Plan 3,City,1
13071,Male,93740.8,Married,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,City,1
13072,Female,76907.4,Single,Checking Account,2,Personal Account,No Mortgage,No Pension Plan 3,City,0
13073,Female,15512.72,Single,No Checking Account,0,No Personal Account,No Mortgage,No Pension Plan 3,City,0
13074,Female,56827.6,Married,No Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,City,1
13075,Female,94397.2,Married,Checking Account,2,Personal Account,No Mortgage,No Pension Plan 3,Suburban,0
13076,Male,41732.6,Married,Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,City,1
13077,Female,66408.6,Single,No Checking Account,1,No Personal Account,Mortgage,No Pension Plan 3,Village,0
13078,Male,49647,Single,No Checking Account,2,Personal Account,No Mortgage,No Pension Plan 3,City,1
13079,Male,35973.6,Married,No Checking Account,0,Personal Account,Mortgage,No Pension Plan 3,Suburban,0
13080,Female,19819.64,Married,No Checking Account,3,Personal Account,No Mortgage,No Pension Plan 3,City,1
13081,Female,53085.6,Single,Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,Village,0
13082,Female,65167,Married,Checking Account,2,Personal Account,No Mortgage,Pension Plan 3,City,1
13083,Male,29213.2,Married,No Checking Account,1,Personal Account 60 plus,No Mortgage,No Pension Plan 3,City,1
13084,Female,69673.6,Married,Checking Account,1,Personal Account,No Mortgage,Pension Plan 3,Village,0
13085,Female,53841.6,Married,No Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,Village,1
13086,Female,76496.6,Single,No Checking Account,3,Personal Account,Mortgage,Pension Plan 3,City,1
13087,Male,31378.2,Single,No Checking Account,0,Personal Account 60 plus,No Mortgage,No Pension Plan 3,City,1
13088,Male,60315.4,Single,No Checking Account,1,Personal Account 60 plus,No Mortgage,Pension Plan 3,City,0
13089,Male,29284.4,Single,No Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,City,0
13090,Female,31866.6,Married,Checking Account,0,No Personal Account,No Mortgage,No Pension Plan 3,City,1
13091,Female,88576.6,Married,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,City,1
13092,Male,44394.2,Single,No Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,Village,0
13093,Female,76496.6,Married,Checking Account,3,No Personal Account,No Mortgage,Pension Plan 3,Village,1
13094,Female,44106.4,Married,Checking Account,2,Personal Account 60 plus,Mortgage,Pension Plan 3,City,1
13095,Female,50937,Single,No Checking Account,0,No Personal Account,Mortgage,Pension Plan 3,Suburban,0
13096,Female,46971.8,Married,No Checking Account,3,Personal Account 60 plus,Mortgage,Pension Plan 3,Village,1
13097,Male,51537.2,Married,Checking Account,0,No Personal Account,No Mortgage,Pension Plan 3,Land,1
13098,Male,68364.4,Married,Checking Account,2,Personal Account,No Mortgage,No Pension Plan 3,City,0
13099,Female,114889,Single,Checking Account,1,Personal Account,No Mortgage,No Pension Plan 3,City,0
13100,Male,76119.6,Married,Checking Account,0,Personal Account 60 plus,Mortgage,Pension Plan 3,Village,1
