ContractId,Age,Gender,Children,Profession,"Customer Type","Multiple cars","Driving Licence Years","Car category","Annual Kilometers",Gearbox,Fuel
394,26,Woman,4+,"Public Sector - Director",On-line,No,8,Estate,16143,Manual,Diesel
395,42,Woman,0,"Public Sector - Manager",Agency,No,14,Sport,18475,Automatic,Diesel
396,73,Woman,4+,Unemployed,On-line,Yes,15,Saloon,20392,Automatic,Diesel
397,49,Man,4+,"Public Sector - Director",On-line,No,3,Saloon,25634,Automatic,Diesel
398,56,Man,1,Government,On-line,No,20,Saloon,27573,Automatic,Diesel
401,27,Woman,0,"Public Sector - Employee",Agency,Yes,9,Estate,24380,Manual,Diesel
402,19,Woman,1,Independant,On-line,Yes,1,Saloon,29097,Automatic,Diesel
403,22,Woman,2,"Public Sector - Manager",Agency,No,4,Saloon,24096,Manual,Petrol
404,66,Man,2,Government,Agency,No,3,Sport,18766,Automatic,Petrol
405,69,Woman,4+,"Public Sector - Director",Agency,No,13,Saloon,21857,Automatic,Diesel
406,21,Woman,1,Retired,On-line,No,3,Estate,24499,Automatic,Diesel
407,68,Man,1,"Public Sector - Employee",Agency,Yes,7,Estate,17356,Automatic,Petrol
408,51,Man,4+,Retired,Agency,No,22,Saloon,20532,Automatic,Diesel
414,57,Man,4+,"Public Sector - Employee",Agency,Yes,8,Estate,20834,Automatic,Diesel
415,33,Man,0,"Public Sector - Employee",Agency,No,15,Sport,12497,Automatic,Diesel
416,33,Woman,1,"Public Sector - Director",Agency,Yes,4,Estate,16448,Manual,Diesel
417,59,Man,4+,Independant,On-line,No,10,Saloon,42033,Manual,Diesel
418,49,Man,0,"Private Sector - Manager",Agency,Yes,8,Saloon,11164,Automatic,Diesel
419,72,Man,2,Independant,On-line,Yes,9,Sport,20345,Automatic,Petrol
422,58,Woman,1,"Public Sector - Director",Agency,Yes,17,Estate,26305,Manual,Diesel
423,66,Man,4+,"Private Sector - Manager",Agency,Yes,13,Sport,36710,Automatic,Diesel
424,42,Woman,4+,"Public Sector - Manager",Agency,No,10,Sport,20997,Automatic,Petrol
425,49,Woman,2,Unemployed,On-line,Yes,8,Estate,26549,Automatic,Diesel
426,53,Woman,2,Independant,On-line,No,9,Estate,25914,Automatic,Diesel
427,19,Man,1,Government,Agency,Yes,1,Saloon,35951,Manual,Diesel
428,55,Man,4+,"Private Sector - Manager",On-line,Yes,20,Sport,13118,Automatic,Diesel
429,46,Man,0,Independant,Agency,No,13,Saloon,19947,Automatic,Diesel
430,51,Woman,2,"Public Sector - Employee",Agency,No,13,Sport,42094,Manual,Diesel
431,45,Man,2,"Public Sector - Employee",Agency,No,13,Saloon,29290,Automatic,Diesel
432,40,Woman,2,Unemployed,Agency,Yes,22,Sport,32321,Automatic,Diesel
433,52,Woman,2,"Private Sector - Director",Agency,No,16,Saloon,35054,Automatic,Diesel
434,40,Man,1,Student,Agency,No,20,Saloon,33195,Automatic,Petrol
435,43,Man,4+,Student,On-line,Yes,5,Sport,19264,Manual,Petrol
436,61,Woman,2,Government,Agency,No,18,Saloon,27955,Automatic,Diesel
437,19,Man,4+,Student,Agency,No,1,Sport,21212,Automatic,Petrol
438,56,Man,2,"Public Sector - Employee",On-line,No,8,Estate,13812,Automatic,Diesel
439,68,Man,4+,"Private Sector - Employee",Agency,Yes,17,Estate,42546,Automatic,Diesel
440,27,Woman,2,Student,Agency,No,7,Sport,39126,Automatic,Diesel
441,62,Man,2,"Public Sector - Director",Agency,No,8,Estate,36630,Automatic,Diesel
444,26,Man,1,"Private Sector - Director",Agency,No,8,Saloon,31051,Manual,Diesel
445,56,Man,0,Student,Agency,No,8,Saloon,19608,Automatic,Petrol
446,30,Woman,0,Independant,Agency,Yes,8,Saloon,15859,Automatic,Petrol
448,77,Man,0,"Public Sector - Employee",Agency,Yes,7,Sport,17682,Manual,Petrol
450,68,Man,0,"Public Sector - Director",Agency,No,11,Estate,34007,Automatic,Diesel
451,19,Woman,0,Retired,On-line,Yes,1,Estate,29070,Automatic,Diesel
452,19,Man,2,Government,Agency,Yes,1,Estate,30257,Manual,Diesel
453,18,Woman,4+,"Public Sector - Director",Agency,No,0,Saloon,23908,Automatic,Diesel
454,71,Man,4+,Student,On-line,No,15,Saloon,34012,Manual,Diesel
455,53,Man,4+,"Private Sector - Director",Agency,No,7,Saloon,26948,Automatic,Diesel
457,53,Woman,4+,Independant,Agency,No,20,Estate,47218,Manual,Diesel
460,57,Man,3,Government,Agency,No,9,Estate,38868,Automatic,Diesel
461,71,Man,1,"Private Sector - Director",Agency,No,5,Estate,26310,Manual,Diesel
462,48,Woman,1,"Private Sector - Director",Agency,Yes,20,Sport,25860,Automatic,Petrol
463,24,Man,4+,"Private Sector - Director",On-line,No,6,Estate,39265,Automatic,Diesel
464,28,Man,4+,"Private Sector - Director",Agency,No,9,Saloon,21670,Automatic,Petrol
465,38,Man,0,Retired,Agency,Yes,7,Estate,42400,Automatic,Diesel
466,54,Man,0,"Public Sector - Director",Agency,No,9,Saloon,26899,Automatic,Diesel
467,71,Woman,1,Student,Agency,Yes,17,Estate,17203,Automatic,Diesel
468,49,Man,4+,"Public Sector - Manager",Agency,No,14,Estate,18869,Manual,Diesel
469,31,Man,4+,"Public Sector - Employee",Agency,No,13,Sport,22381,Automatic,Diesel
470,28,Man,0,Independant,Agency,Yes,10,Sport,16514,Manual,Diesel
471,40,Man,1,Independant,On-line,Yes,16,Estate,22413,Automatic,Diesel
472,37,Woman,4+,"Private Sector - Manager",On-line,Yes,13,Sport,25926,Automatic,Diesel
473,77,Man,1,"Public Sector - Director",Agency,No,13,Sport,36599,Automatic,Diesel
474,50,Man,4+,"Public Sector - Manager",Agency,No,15,Saloon,23538,Automatic,Petrol
476,58,Woman,0,Student,Agency,No,20,Saloon,24875,Automatic,Diesel
478,57,Woman,2,Student,On-line,No,13,Saloon,21482,Automatic,Diesel
479,67,Man,2,"Public Sector - Director",Agency,Yes,15,Estate,40425,Automatic,Petrol
480,83,Man,1,Retired,Agency,Yes,5,Estate,24747,Automatic,Diesel
481,72,Woman,4+,"Private Sector - Manager",On-line,Yes,18,Sport,16254,Automatic,Diesel
482,75,Woman,2,"Private Sector - Director",Agency,No,5,Estate,26404,Automatic,Diesel
483,82,Man,4+,"Private Sector - Director",Agency,No,15,Sport,22057,Automatic,Petrol
484,50,Man,4+,Independant,Agency,Yes,12,Saloon,19909,Manual,Petrol
485,49,Woman,1,Student,Agency,Yes,21,Saloon,30753,Manual,Petrol
487,52,Man,4+,Student,Agency,No,20,Estate,19285,Automatic,Diesel
488,42,Man,0,Government,Agency,No,22,Estate,44904,Manual,Diesel
489,75,Woman,2,"Private Sector - Employee",Agency,No,11,Saloon,19744,Automatic,Diesel
490,23,Woman,4+,Retired,Agency,No,5,Estate,17963,Automatic,Diesel
491,26,Woman,1,"Private Sector - Director",Agency,No,8,Saloon,34727,Manual,Diesel
492,24,Man,2,Government,Agency,No,6,Estate,20454,Manual,Diesel
493,57,Woman,0,"Public Sector - Employee",Agency,Yes,22,Estate,22562,Automatic,Diesel
494,61,Woman,4+,"Public Sector - Director",Agency,No,22,Estate,25895,Automatic,Petrol
495,64,Woman,2,"Public Sector - Employee",Agency,No,14,Saloon,20757,Automatic,Diesel
496,64,Man,4+,"Public Sector - Manager",On-line,Yes,9,Sport,32949,Manual,Diesel
498,48,Man,1,Independant,Agency,No,7,Estate,16601,Automatic,Diesel
499,55,Woman,1,Independant,Agency,No,21,Saloon,16325,Automatic,Diesel
500,48,Woman,1,Government,Agency,No,14,Saloon,24413,Automatic,Diesel
501,62,Woman,1,Student,Agency,No,19,Estate,21348,Automatic,Petrol
502,51,Man,0,"Public Sector - Manager",Agency,No,20,Estate,18157,Automatic,Diesel
503,22,Woman,1,Retired,Agency,No,4,Sport,32402,Manual,Diesel
504,68,Man,4+,Independant,Agency,No,20,Estate,11084,Automatic,Diesel
505,77,Woman,4+,Independant,Agency,No,15,Estate,22888,Manual,Petrol
507,74,Man,2,Student,Agency,No,12,Estate,31586,Manual,Diesel
508,68,Man,1,"Public Sector - Manager",On-line,No,20,Estate,47817,Automatic,Diesel
509,44,Woman,0,Retired,Agency,Yes,4,Sport,34975,Automatic,Petrol
510,44,Woman,2,Independant,Agency,No,20,Estate,30853,Automatic,Diesel
511,48,Woman,2,Student,Agency,No,4,Saloon,26883,Automatic,Diesel
512,30,Man,1,"Private Sector - Manager",Agency,No,12,Estate,23966,Manual,Diesel
514,51,Woman,4+,Independant,On-line,Yes,7,Estate,35406,Automatic,Petrol
517,18,Man,4+,Government,On-line,No,0,Saloon,34215,Manual,Diesel
518,69,Man,4+,Independant,Agency,No,11,Sport,30807,Manual,Petrol
519,43,Man,2,"Public Sector - Employee",Agency,No,12,Estate,25861,Manual,Diesel
520,61,Man,2,"Private Sector - Manager",Agency,No,12,Estate,31585,Manual,Diesel
521,18,Woman,3,"Private Sector - Manager",Agency,No,0,Estate,21750,Automatic,Diesel
522,68,Man,1,"Private Sector - Employee",On-line,Yes,5,Estate,21930,Manual,Diesel
523,19,Woman,3,Independant,Agency,No,1,Estate,28249,Manual,Diesel
524,59,Man,2,"Private Sector - Director",Agency,Yes,18,Sport,14905,Automatic,Diesel
525,23,Man,0,Independant,Agency,No,5,Estate,25061,Automatic,Diesel
526,38,Woman,2,Government,Agency,No,5,Sport,29040,Automatic,Diesel
527,23,Man,2,Unemployed,Agency,Yes,5,Saloon,30250,Manual,Diesel
528,44,Man,1,Independant,Agency,No,12,Estate,23355,Manual,Diesel
529,39,Woman,4+,Student,Agency,No,16,Sport,23578,Automatic,Diesel
530,27,Man,1,"Private Sector - Employee",Agency,No,5,Sport,28314,Automatic,Diesel
531,72,Man,4+,"Private Sector - Director",On-line,No,10,Estate,31212,Manual,Diesel
532,62,Man,1,"Private Sector - Manager",Agency,Yes,9,Saloon,21686,Automatic,Diesel
533,55,Woman,2,Independant,Agency,No,11,Sport,41886,Manual,Diesel
534,60,Man,4+,Student,Agency,No,17,Saloon,12465,Automatic,Petrol
535,75,Woman,4+,"Public Sector - Director",On-line,No,13,Sport,22409,Automatic,Diesel
536,33,Woman,2,"Private Sector - Employee",Agency,No,15,Estate,27395,Automatic,Diesel
537,31,Woman,4+,Retired,Agency,Yes,13,Sport,24144,Automatic,Diesel
538,51,Woman,2,Student,Agency,No,19,Sport,32281,Manual,Diesel
539,38,Man,2,Student,Agency,No,20,Saloon,25417,Automatic,Diesel
540,39,Man,1,"Public Sector - Employee",Agency,No,19,Sport,26233,Automatic,Diesel
541,63,Woman,2,Unemployed,Agency,No,21,Saloon,21391,Automatic,Diesel
542,23,Woman,2,"Public Sector - Director",Agency,No,5,Sport,13533,Manual,Diesel
543,47,Woman,4+,"Public Sector - Employee",On-line,No,6,Saloon,25939,Automatic,Diesel
544,28,Woman,2,Independant,Agency,Yes,10,Sport,25565,Automatic,Petrol
545,40,Man,4+,"Private Sector - Employee",Agency,No,17,Estate,29884,Automatic,Diesel
546,28,Man,2,Retired,Agency,No,10,Sport,26637,Automatic,Diesel
547,66,Woman,1,Retired,On-line,Yes,13,Sport,27994,Automatic,Petrol
548,43,Woman,3,Government,Agency,No,20,Sport,23002,Automatic,Diesel
549,55,Man,2,Independant,Agency,Yes,22,Estate,19169,Manual,Diesel
550,56,Man,1,"Public Sector - Director",On-line,No,13,Estate,51896,Automatic,Diesel
551,41,Woman,2,"Public Sector - Manager",Agency,No,15,Estate,17046,Manual,Diesel
552,18,Man,4+,Independant,On-line,No,0,Estate,12454,Manual,Diesel
553,69,Woman,3,Student,Agency,No,3,Estate,21683,Automatic,Diesel
554,73,Woman,2,"Public Sector - Director",Agency,Yes,5,Estate,19822,Automatic,Diesel
555,41,Man,1,Retired,Agency,Yes,9,Saloon,25632,Automatic,Petrol
556,68,Man,4+,Unemployed,On-line,Yes,9,Estate,17434,Automatic,Petrol
557,36,Woman,1,"Private Sector - Manager",Agency,No,17,Sport,21272,Manual,Petrol
558,23,Man,1,Retired,Agency,Yes,5,Estate,21599,Manual,Petrol
559,44,Woman,2,"Public Sector - Employee",On-line,No,6,Estate,41571,Automatic,Diesel
560,20,Man,1,"Private Sector - Employee",Agency,No,2,Sport,32149,Automatic,Diesel
561,44,Woman,2,"Public Sector - Director",Agency,No,6,Sport,14087,Automatic,Petrol
563,34,Woman,2,Independant,Agency,No,14,Saloon,9180,Automatic,Diesel
564,22,Man,1,Independant,Agency,No,4,Sport,12522,Manual,Petrol
565,22,Man,4+,"Public Sector - Manager",Agency,No,4,Sport,25875,Automatic,Diesel
566,24,Woman,0,Government,Agency,No,6,Sport,38339,Manual,Diesel
567,49,Woman,2,Retired,Agency,No,7,Saloon,22933,Manual,Diesel
568,75,Man,2,Independant,Agency,Yes,12,Estate,43789,Automatic,Diesel
569,56,Woman,1,Government,On-line,No,21,Saloon,24355,Automatic,Diesel
570,67,Man,4+,Retired,On-line,No,12,Saloon,22712,Automatic,Diesel
571,73,Man,0,"Public Sector - Director",On-line,No,9,Sport,26691,Automatic,Petrol
573,54,Man,2,"Public Sector - Manager",Agency,Yes,6,Sport,23024,Automatic,Diesel
577,46,Man,4+,Unemployed,On-line,No,3,Sport,25738,Automatic,Diesel
578,31,Man,4+,"Public Sector - Director",On-line,No,3,Estate,27604,Automatic,Petrol
579,57,Man,4+,Retired,On-line,No,12,Saloon,30894,Automatic,Petrol
581,27,Man,0,Unemployed,Agency,Yes,9,Sport,20701,Automatic,Diesel
582,38,Man,3,"Private Sector - Employee",Agency,No,18,Estate,20678,Automatic,Diesel
583,40,Woman,4+,Retired,On-line,No,11,Estate,14731,Automatic,Diesel
584,42,Man,2,Independant,Agency,Yes,12,Saloon,29091,Manual,Diesel
585,44,Man,1,Retired,On-line,No,3,Saloon,18049,Manual,Diesel
586,53,Man,4+,"Private Sector - Employee",Agency,No,10,Estate,23510,Automatic,Petrol
587,55,Man,2,Independant,Agency,Yes,10,Saloon,49551,Manual,Petrol
589,38,Man,2,"Public Sector - Manager",On-line,No,20,Sport,25674,Manual,Diesel
590,41,Woman,4+,"Private Sector - Director",Agency,Yes,19,Sport,26656,Automatic,Diesel
591,69,Woman,1,"Private Sector - Director",Agency,No,11,Saloon,29733,Manual,Diesel
592,54,Woman,1,Government,Agency,No,6,Estate,29907,Manual,Diesel
593,36,Woman,2,"Private Sector - Director",On-line,No,13,Estate,28849,Manual,Diesel
594,65,Man,4+,Retired,Agency,No,21,Saloon,15917,Manual,Diesel
595,73,Man,4+,"Public Sector - Director",Agency,Yes,20,Estate,31500,Automatic,Petrol
596,74,Woman,3,Retired,Agency,No,6,Estate,22602,Automatic,Diesel
597,70,Man,2,Unemployed,Agency,Yes,21,Estate,41117,Manual,Diesel
598,37,Man,4+,Student,Agency,Yes,19,Sport,15257,Automatic,Diesel
599,56,Man,0,Unemployed,On-line,No,14,Saloon,21450,Automatic,Diesel
601,39,Man,4+,"Private Sector - Employee",Agency,Yes,15,Estate,20771,Manual,Diesel
602,42,Man,4+,"Private Sector - Manager",Agency,Yes,16,Estate,28183,Automatic,Diesel
603,26,Man,4+,Government,Agency,No,8,Saloon,22506,Automatic,Diesel
604,21,Woman,2,Unemployed,On-line,No,3,Sport,28883,Automatic,Diesel
605,44,Man,4+,"Private Sector - Employee",Agency,Yes,17,Saloon,20908,Automatic,Diesel
606,37,Woman,4+,"Private Sector - Manager",On-line,No,11,Sport,15450,Manual,Diesel
608,57,Woman,1,Retired,Agency,No,13,Sport,35002,Automatic,Diesel
610,68,Man,1,"Public Sector - Manager",Agency,Yes,8,Sport,24492,Automatic,Petrol
612,49,Woman,2,Government,Agency,Yes,18,Saloon,28704,Automatic,Diesel
613,40,Man,4+,Independant,Agency,Yes,19,Estate,29321,Manual,Diesel
614,39,Woman,1,Government,Agency,Yes,5,Saloon,15913,Manual,Diesel
615,24,Woman,0,"Private Sector - Manager",Agency,No,6,Estate,30052,Automatic,Petrol
616,18,Woman,1,"Private Sector - Manager",On-line,Yes,0,Estate,13204,Automatic,Diesel
617,72,Man,4+,"Public Sector - Manager",Agency,Yes,14,Estate,19980,Automatic,Diesel
618,42,Man,0,Student,Agency,No,11,Saloon,19374,Automatic,Petrol
619,54,Woman,1,"Public Sector - Employee",Agency,No,22,Estate,26930,Manual,Diesel
620,49,Man,1,"Public Sector - Employee",Agency,Yes,7,Saloon,19332,Manual,Diesel
621,44,Man,1,"Private Sector - Employee",Agency,No,18,Estate,40304,Automatic,Petrol
622,49,Woman,4+,"Private Sector - Employee",On-line,No,16,Estate,26624,Automatic,Petrol
623,32,Woman,4+,Retired,Agency,Yes,11,Saloon,11418,Automatic,Diesel
624,42,Man,4+,"Public Sector - Director",Agency,Yes,10,Saloon,37751,Automatic,Diesel
625,37,Woman,0,Independant,Agency,Yes,18,Saloon,23600,Manual,Petrol
628,54,Woman,1,Retired,Agency,No,4,Sport,22808,Automatic,Diesel
629,50,Woman,0,"Public Sector - Director",Agency,No,16,Estate,42550,Manual,Diesel
630,48,Man,2,"Private Sector - Manager",Agency,No,5,Saloon,12005,Automatic,Petrol
631,45,Man,2,"Public Sector - Director",On-line,No,20,Saloon,12222,Manual,Petrol
632,23,Woman,1,Student,Agency,No,5,Sport,18592,Automatic,Petrol
633,20,Woman,2,"Private Sector - Director",Agency,Yes,2,Sport,25075,Automatic,Diesel
634,41,Woman,4+,"Private Sector - Manager",On-line,No,10,Saloon,22418,Automatic,Diesel
635,46,Man,4+,Retired,Agency,No,9,Estate,35333,Automatic,Diesel
636,42,Man,4+,"Private Sector - Employee",Agency,Yes,3,Sport,48776,Automatic,Diesel
638,49,Woman,0,Student,Agency,No,9,Sport,16282,Automatic,Diesel
639,69,Woman,0,Retired,Agency,No,15,Saloon,27531,Automatic,Petrol
640,44,Man,3,"Public Sector - Director",Agency,Yes,11,Saloon,25903,Automatic,Petrol
641,37,Woman,4+,Unemployed,Agency,No,12,Sport,29257,Manual,Petrol
642,21,Woman,1,Student,Agency,No,3,Estate,22428,Automatic,Diesel
643,37,Man,4+,Unemployed,Agency,Yes,17,Estate,24954,Automatic,Diesel
644,77,Man,2,"Public Sector - Director",Agency,No,16,Estate,25953,Automatic,Diesel
645,39,Man,0,Unemployed,Agency,No,9,Saloon,19601,Automatic,Diesel
646,64,Woman,4+,Independant,Agency,No,10,Estate,31984,Manual,Diesel
647,32,Woman,4+,Unemployed,On-line,No,14,Saloon,25841,Automatic,Diesel
649,56,Man,2,"Private Sector - Manager",Agency,No,7,Sport,21862,Automatic,Diesel
650,18,Man,2,"Private Sector - Director",On-line,Yes,0,Saloon,23739,Manual,Diesel
651,31,Man,2,"Private Sector - Employee",Agency,No,5,Estate,35677,Automatic,Diesel
652,47,Woman,4+,Government,Agency,Yes,12,Saloon,20741,Automatic,Diesel
653,71,Man,2,"Private Sector - Employee",Agency,No,17,Estate,25835,Manual,Petrol
654,68,Woman,2,Independant,Agency,No,15,Estate,27431,Manual,Petrol
656,69,Woman,0,"Public Sector - Manager",Agency,No,3,Sport,22853,Manual,Diesel
657,21,Woman,1,"Private Sector - Manager",Agency,Yes,3,Saloon,45712,Automatic,Petrol
658,69,Man,1,"Private Sector - Employee",Agency,No,22,Saloon,16744,Automatic,Diesel
659,57,Man,1,Independant,Agency,No,6,Sport,23643,Automatic,Diesel
660,41,Woman,4+,Independant,Agency,No,15,Sport,23532,Automatic,Diesel
661,41,Woman,0,Government,Agency,No,3,Saloon,22579,Automatic,Petrol
664,47,Woman,2,Student,Agency,No,13,Sport,17625,Manual,Diesel
665,18,Woman,1,Retired,On-line,No,0,Sport,50907,Manual,Diesel
666,51,Woman,0,"Public Sector - Director",Agency,No,4,Estate,20498,Manual,Diesel
667,27,Man,4+,"Public Sector - Manager",Agency,No,9,Sport,33753,Automatic,Diesel
668,57,Man,4+,"Public Sector - Employee",On-line,No,13,Sport,26158,Automatic,Petrol
670,26,Man,4+,Independant,On-line,Yes,7,Sport,22720,Manual,Petrol
671,50,Man,0,Retired,On-line,Yes,12,Saloon,15272,Automatic,Petrol
672,23,Woman,2,Independant,Agency,No,5,Sport,22163,Automatic,Petrol
673,66,Woman,4+,Student,Agency,No,14,Sport,41995,Automatic,Petrol
674,46,Woman,0,"Public Sector - Employee",Agency,Yes,9,Sport,27171,Manual,Diesel
675,37,Woman,1,Independant,On-line,Yes,13,Sport,41365,Automatic,Diesel
676,45,Woman,0,Government,Agency,Yes,11,Estate,17048,Automatic,Diesel
677,37,Man,2,Independant,Agency,Yes,19,Estate,17365,Manual,Petrol
678,63,Man,4+,"Public Sector - Manager",Agency,No,13,Estate,34823,Automatic,Diesel
679,68,Man,4+,Independant,Agency,No,22,Estate,26060,Automatic,Diesel
680,39,Woman,2,"Private Sector - Manager",Agency,Yes,7,Sport,21561,Manual,Petrol
681,22,Woman,3,Government,Agency,Yes,4,Saloon,28944,Automatic,Diesel
683,76,Man,2,Student,Agency,Yes,17,Estate,38541,Manual,Diesel
684,85,Man,2,Student,Agency,Yes,21,Estate,26822,Automatic,Diesel
685,40,Woman,2,"Public Sector - Manager",Agency,No,15,Estate,22973,Manual,Diesel
686,36,Man,1,Independant,Agency,No,6,Saloon,27219,Automatic,Diesel
687,39,Woman,1,"Private Sector - Manager",On-line,No,9,Saloon,32441,Automatic,Diesel
688,34,Man,2,"Public Sector - Employee",On-line,No,14,Sport,16653,Automatic,Diesel
689,87,Woman,2,"Public Sector - Employee",Agency,Yes,21,Sport,34285,Manual,Diesel
690,25,Man,0,Student,Agency,No,6,Estate,34540,Automatic,Petrol
691,20,Woman,4+,"Public Sector - Employee",Agency,Yes,2,Saloon,41680,Manual,Diesel
692,51,Woman,1,"Private Sector - Employee",On-line,Yes,7,Estate,40144,Manual,Petrol
693,49,Man,4+,Independant,Agency,Yes,14,Estate,20706,Manual,Diesel
694,50,Woman,4+,"Private Sector - Employee",Agency,No,18,Sport,17641,Manual,Diesel
695,57,Man,2,"Public Sector - Manager",Agency,No,21,Saloon,30862,Manual,Diesel
696,54,Man,4+,Student,On-line,Yes,16,Saloon,31518,Manual,Diesel
697,45,Woman,4+,"Private Sector - Manager",Agency,Yes,4,Estate,30924,Automatic,Diesel
698,44,Man,4+,Unemployed,Agency,No,21,Estate,20708,Automatic,Petrol
699,48,Man,1,"Public Sector - Manager",Agency,Yes,15,Sport,23611,Automatic,Petrol
700,37,Man,2,Retired,Agency,No,15,Saloon,31540,Automatic,Diesel
701,56,Woman,2,"Public Sector - Employee",Agency,No,13,Estate,20258,Automatic,Petrol
702,33,Man,2,"Public Sector - Director",Agency,Yes,13,Estate,17764,Manual,Diesel
703,30,Woman,0,"Private Sector - Manager",Agency,No,12,Sport,25658,Automatic,Diesel
704,46,Man,2,"Public Sector - Manager",Agency,No,4,Sport,30894,Manual,Petrol
705,49,Woman,4+,Unemployed,On-line,Yes,8,Saloon,22950,Manual,Diesel
706,52,Woman,2,Student,Agency,Yes,4,Saloon,29278,Manual,Diesel
707,60,Woman,3,Government,Agency,No,11,Saloon,28512,Automatic,Petrol
708,49,Man,4+,Student,On-line,No,9,Saloon,23928,Automatic,Diesel
709,58,Man,0,Independant,Agency,No,12,Estate,27923,Automatic,Petrol
